id,hash,time,timezoneOffset,created,edited,isPublic,isTrack,distance,s,elapsedTime,elevationUp,elevationDown,elevationUpFile,elevationDownFile,altitudeSource,climbScore,percentageHilly,uphillEfficiency,downhillEfficiency,vam,kcal,pulseAvg,pulseMax,recoveryHr,maxHeartRateDropFrom,maxHeartRateDrop,vo2max,vo2maxByTime,vo2maxWithElevation,useVO2max,fitVO2maxEstimate,fitRecoveryTime,fitTrimp,fitHrvAnalysis,fitTrainingEffect,fitAnaerobicTrainingEffect,fitPerformanceCondition,fitPerformanceConditionEnd,fitFtp,fitSweatLoss,fitDeveloperSessionFields,rpe,subjectiveFeeling,trimp,cadence,gap,xPace,xGap,aerobicDecouplingPace,aerobicDecouplingPower,power,powerWithZero,airPower,isPowerCalculated,xPower,xPowerWithZero,wPrimeBalancePowerAvg,wPrimeBalancePowerMin,wPrimeBalancePaceAvg,wPrimeBalancePaceMin,staminaAvg,staminaMin,staminaPotentialAvg,staminaPotentialMin,requiredCriticalPower,requiredCriticalPace,requiredCriticalPaceVo2max,impactLoadFactorAvg,stepSpeedLossAvg,zoneDistributionPace,zoneDistributionHr,zoneDistributionPower,totalStrokes,swolf,wheelSize,poolLength,strideLength,groundcontact,groundcontactBalance,verticalOscillation,verticalRatio,avgImpactGsLeft,avgImpactGsRight,avgBrakingGsLeft,avgBrakingGsRight,avgFootstrikeTypeLeft,avgFootstrikeTypeRight,avgPronationExcursionLeft,avgPronationExcursionRight,avgLegSpringStiffness,avgFormPower,avgRespiratoryRate,avgLeftRightBalance,avgLeftTorqueEffectiveness,avgRightTorqueEffectiveness,avgLeftPedalSmoothness,avgRightPedalSmoothness,avgPlatformCenterOffsetLeft,avgPlatformCenterOffsetRight,avgLeftPowerPhaseStartAngle,avgLeftPowerPhaseEndAngle,avgLeftPowerPhasePeakStartAngle,avgLeftPowerPhasePeakEndAngle,avgRightPowerPhaseStartAngle,avgRightPowerPhaseEndAngle,avgRightPowerPhasePeakStartAngle,avgRightPowerPhasePeakEndAngle,cyclingTotalGrit,cyclingTotalGrit2,cyclingAvgFlow,jumps,percentageRiderPositionSeated,numGearChangeEvents,avgGearRatio,peakEpoc,peakEpocEstimate,temperature,windSpeed,windDeg,humidity,cloudCover,pressure,uvIndex,ozone,isNight,weatherid,weatherSource,routeName,hasTrackdata,isVirtual,splits,splitsCustom,title,partner,notes,creator,creatorDetails,deviceId,source,externalId,lock,sportid,typeid,unique_route_id,accountid,hrv_id,original_file,hrv_avgRR,hrv_rmssd,hrv_sdsd,hrv_sdnn,hrv_sdnn5min,hrv_pnn50,hrv_pnn20,hrv_percentageAnomalies,hrv_dfaA1Avg,hrv_dfaA1Min,hrv_dfaA1Max,hrv_dfaA1PAboveAet,hrv_dfaA1PBelowAnt,hrv_dfaA1PValid,hrv_dfaA1PArtifacts,hrv_estimatedAetPower,hrv_estimatedAetPowerFeasible,hrv_estimatedAetPace,hrv_estimatedAetPaceFeasible,hrv_estimatedAetHr,hrv_estimatedAetHrFeasible,race_officialDistance,race_officialTime,race_officialAscent,race_officialDescent,race_officiallyMeasured,race_name,race_placeTotal,race_placeGender,race_placeAgeclass,race_participantsTotal,race_participantsGender,race_participantsAgeclass,race_priorityLevel,race_status,race_accountid,race_activity_id,race_race_event_id,tags,climbs,equipmentIds
162763576,e728a4a4-6ef5-4855-ab6a-1a69d4b8b874,1768379412,-480,1768411708,,1,0,8.72,3410,3410,28.0,28.0,50.0,50.0,0,0.0,0.16,0.98,0.94,,500,165.0,181.0,,166.0,17.0,37.18,28.95,37.32,1,47.89,2023.0,150.0,100.0,3.7,0.0,100.0,98.0,,591.0,,13.0,3.0,125,89.0,9.23,9.24,9.27,2.9,2.7,197.0,197.0,,0.0,199.0,199.0,,,,,,,,,200.0,2.45,26.35,,,"43,51,5,0,0,0,0,0,0","1,1,20,78,0","1,67,32,0,0",,,,,86.0,258.0,,77.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,11.0,19.0,78.0,5.0,1025.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:00-U1.609|10:53-U1.609|10:10-U1.609|10:15-U1.609|10:24-U0.670|4:09,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21546737387.0,0,1181996,1297494.0,7708124.0,171191,,137713373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162891658,30cfa915-444a-481b-8eb3-58385ed3b694,1768464960,-480,1768497827,1768500132.0,1,0,10.64,3996,3996,28.0,32.0,47.0,50.0,0,0.0,0.11,1.0,0.95,,593,167.0,183.0,,170.0,32.0,38.4,30.84,38.5,1,48.27,2448.0,185.0,101.0,4.0,0.1,101.0,103.0,,652.0,,17.0,3.0,153,89.0,9.59,9.71,9.73,3.5,5.0,207.0,206.0,,0.0,210.0,210.0,,,,,,,,,215.0,2.63,28.82,,,"50,16,14,17,2,0,0,0,0","1,2,15,82,1","1,46,52,0,0",,,,,90.0,253.0,,77.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,11.0,11.0,20.0,80.0,,1020.0,2.0,,0.0,2,5.0,San Francisco,1,0,W1.609|10:56-W0.813|5:23-I0.549|3:00-R0.145|1:00-I0.386|2:00-R0.444|3:00-I0.538|3:00-R0.151|1:00-I0.373|2:00-R0.447|3:00-I0.547|3:00-R0.143|1:00-I0.378|2:00-R0.446|3:00-I0.536|3:00-R0.138|1:00-I0.386|2:00-C1.609|10:49-C1.003|6:29,,"San Francisco - 4 x 3 min, 2 min",,,4574,Garmin Forerunner 570,726.0,3,21557258085.0,0,1181996,1297496.0,7708333.0,171191,,137838321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163019333,4b03df56-73a2-4ed2-b515-d533c95db3a4,1768552687,-480,1768585964,,1,0,9.68,4115,4115,37.0,40.0,52.0,54.0,0,0.0,0.12,1.04,0.98,,545,158.0,170.0,,158.0,23.0,35.65,26.39,35.8,1,48.17,1518.0,99.0,98.0,3.1,0.0,98.0,96.0,,675.0,,11.0,3.0,134,88.0,8.48,8.5,8.52,3.7,4.3,184.0,183.0,,0.0,185.0,185.0,,,,,,,,,184.0,2.27,23.83,,,"97,3,0,0,0,0,0,0,0","1,3,43,53,0","2,84,14,0,0",,,,,80.0,262.0,,75.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,11.0,19.0,55.0,70.0,0.0,1019.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:29-U1.609|11:42-U1.609|11:33-U1.609|11:12-U1.609|11:20-U1.609|11:10-U0.023|0:10,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21567971130.0,0,1181996,1297494.0,7708150.0,171191,,137956927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163150548,923c95b9-3ae4-4c60-b740-83dea9b36592,1768640640,-480,1768676594,1768676858.0,1,0,17.98,6961,7054,64.0,59.0,92.0,85.0,0,0.0,0.11,1.03,0.97,,996,164.0,177.0,,158.0,11.0,37.96,31.0,38.15,1,48.19,2592.0,210.0,100.0,4.2,0.0,100.0,98.0,,1218.0,,18.0,3.0,255,90.0,9.33,9.31,9.35,2.0,2.8,200.0,200.0,,0.0,201.0,201.0,,,,,,,,,203.0,2.54,27.54,,,"35,61,3,0,0,0,0,0,0","0,2,17,81,0","0,60,40,0,0",,,,,86.0,254.0,,75.0,87.0,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,21.1,11.0,21.0,41.0,77.0,89.0,1021.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:16-U1.609|10:17-U1.609|10:22-U1.609|10:20-U1.609|10:25-U1.609|10:16-U1.609|10:19-U1.609|10:13-U1.609|10:21-U1.609|10:20-U1.609|10:12-U0.274|1:38,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21579596913.0,0,1181996,1297500.0,7708165.0,171191,,138086019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163441986,85a753d6-3ddc-45b2-b4cd-9f878251b694,1768813020,-480,1768847004,1768855032.0,1,0,13.05,5014,5070,42.0,42.0,65.0,65.0,0,0.0,0.12,1.03,0.97,,711,157.0,180.0,,152.0,16.0,40.78,30.52,40.94,1,48.39,2016.0,181.0,100.0,3.9,0.0,100.0,103.0,,842.0,,16.0,3.0,166,90.0,9.4,9.49,9.53,-1.0,1.0,201.0,201.0,,0.0,204.0,204.0,,,,,,,,,218.0,2.62,28.59,,,"43,34,16,6,0,0,0,0,0","1,7,46,46,0","0,52,47,0,0",,,,,87.0,254.0,,76.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,11.0,11.0,46.0,78.0,7.0,1020.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|12:06-U1.609|11:03-U1.609|10:38-U1.609|10:13-U1.609|9:54-U1.609|9:26-U1.609|8:50-U1.609|10:19-U0.177|1:06,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21599772839.0,0,1181996,1892881.0,7708188.0,171191,,138368939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163561479,5d41e245-6b6c-483f-949c-ef275a5cae7c,1768896911,-480,1768929728,,1,0,9.69,3896,3967,39.0,38.0,57.0,54.0,0,0.0,0.13,1.03,1.01,,527,152.0,169.0,,152.0,14.0,40.27,28.23,40.48,1,48.58,1396.0,103.0,103.0,3.2,0.0,103.0,101.0,,583.0,,11.0,3.0,114,89.0,8.99,8.99,9.02,0.7,2.1,194.0,193.0,,0.0,195.0,195.0,,,,,,,,,197.0,2.4,25.6,,,"74,20,4,1,1,0,0,0,0","1,6,77,16,0","1,72,28,0,0",,,,,84.0,258.0,,75.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,8.0,16.0,35.0,85.0,95.0,1020.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:28-U1.609|11:05-U1.609|10:58-U1.609|10:42-U0.429|2:55-U0.079|0:23-U0.087|0:35-U0.078|0:24-U0.065|0:28-U0.083|0:24-U0.071|0:32-U0.087|0:25-U1.609|10:31-U0.660|4:04,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21610066344.0,0,1181996,1297494.0,7708150.0,171191,,138484208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163695461,88024b6b-92cb-40ad-9ba8-dd205020fe02,1768985160,-480,1769018456,1769018993.0,1,0,11.76,4404,4421,38.0,32.0,49.0,46.0,0,0.0,0.1,0.99,,,650,162.0,183.0,,164.0,16.0,40.29,31.21,40.48,1,48.88,2160.0,188.0,102.0,4.0,0.0,102.0,104.0,,694.0,,18.0,3.0,157,89.0,9.66,9.81,9.84,5.3,5.1,207.0,205.0,,0.0,210.0,209.0,,,,,,,,,219.0,2.7,29.72,,,"49,15,7,24,4,0,0,0,0","1,5,26,67,0","2,45,53,0,0",,,,,90.0,253.0,,77.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,6.0,12.0,83.0,97.0,1019.0,1.0,,0.0,4,4.0,San Francisco,1,0,W1.609|11:13-W0.811|5:45-I0.555|3:00-R0.146|1:00-I0.386|2:00-R0.148|1:00-I0.195|1:00-R0.428|3:00-I0.562|3:00-R0.143|1:00-I0.377|2:00-R0.145|1:00-I0.195|1:00-R0.418|3:00-I0.563|3:00-R0.151|1:00-I0.386|2:00-R0.142|1:00-I0.195|1:00-R0.443|3:00-I0.575|3:00-R0.145|1:00-I0.386|2:00-R0.142|1:00-I0.200|1:00-C1.609|10:45-C0.721|4:40,,"San Francisco - 4 x (3min, 2min, 1 min)",,,4574,Garmin Forerunner 570,726.0,3,21621523839.0,0,1181996,1297496.0,7708118.0,171191,,138613943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163801822,7baaa88c-8719-4ab8-a3f9-e25ba224e8b6,1769071277,-480,1769104687,,1,0,9.55,4266,4266,32.0,36.0,45.0,52.0,0,0.0,0.13,1.02,0.99,,516,147.0,164.0,,155.0,14.0,36.93,24.83,37.07,1,48.68,1285.0,67.0,98.0,2.7,0.0,98.0,94.0,,596.0,,7.0,3.0,113,87.0,8.07,8.07,8.09,2.8,4.5,175.0,175.0,,0.0,176.0,176.0,,,,,,,,,175.0,2.15,22.21,,,"100,0,0,0,0,0,0,0,0","1,6,90,3,0","0,94,6,0,0",,,,,77.0,268.0,,74.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,4.0,76.0,86.0,17.0,1017.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|12:06-U1.609|12:14-U1.609|12:12-U1.609|11:57-U1.609|11:52-U1.500|10:44,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21631937141.0,0,1181996,1297494.0,7708150.0,171191,,138717068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163909541,603b7f65-2b6c-410e-a590-a800ff998a14,1769155765,-480,1769187409,,1,0,6.55,2711,2801,33.0,31.0,41.0,39.0,0,0.0,0.18,1.09,1.02,,358,148.0,167.0,,154.0,18.0,40.24,26.48,40.51,1,48.7,1106.0,78.0,100.0,2.9,0.0,100.0,100.0,,446.0,,9.0,3.0,74,89.0,8.74,8.74,8.79,0.6,1.5,188.0,187.0,,0.0,189.0,189.0,,,,,,,,,192.0,2.29,24.12,,,"78,20,2,0,0,0,0,0,0","2,14,77,7,0","0,80,19,0,0",,,,,81.0,260.0,,75.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,10.0,5.0,60.0,93.0,91.0,1015.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|12:00-U1.609|11:20-U1.609|10:49-U1.609|10:23-U0.110|0:39,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21641510083.0,0,1181996,1297494.0,7708097.0,171191,,138829548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164042853,aedef4c5-1525-4146-b3e3-2d62316f5294,1769247480,-480,1769285125,1769285591.0,1,0,21.28,8618,8744,145.0,139.0,164.0,158.0,0,0.1,0.21,1.03,1.01,173.0,1186,160.0,176.0,,161.0,15.0,37.19,29.72,37.52,1,48.71,2448.0,205.0,102.0,4.2,0.0,102.0,96.0,,1459.0,,16.0,3.0,286,90.0,8.94,8.9,8.97,5.0,4.1,193.0,193.0,,0.0,194.0,194.0,,,,,,,,,206.0,2.45,26.27,,,"79,21,0,0,0,0,0,0,0","0,2,44,54,0","0,73,27,0,0",,,,,82.0,257.0,,74.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,13.0,8.0,48.0,63.0,0.0,1016.0,3.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:17-U1.609|10:55-U1.609|10:51-U1.609|10:31-U1.609|10:25-U1.609|11:02-U1.609|11:11-U1.609|11:06-U1.609|10:50-U1.609|10:50-U1.609|10:46-U1.609|10:50-U1.609|10:52-U0.344|2:13,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21653566625.0,0,1181996,1297500.0,7708615.0,171191,,138959690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
164263762,cf54ae7d-6309-4aa4-b733-c4a25c94ae5a,1769416580,-480,1769448963,,1,0,8.67,3537,3537,37.0,32.0,53.0,49.0,0,0.0,0.12,1.03,1.01,,486,153.0,173.0,,157.0,15.0,39.21,27.5,39.44,1,48.75,1280.0,102.0,102.0,3.2,0.0,102.0,97.0,,526.0,,9.0,3.0,106,88.0,8.87,8.85,8.9,3.2,4.0,193.0,193.0,,0.0,194.0,194.0,,,,,,,,,196.0,2.35,24.93,,,"85,10,4,0,0,0,0,0,0","1,5,76,19,0","0,75,25,0,0",,,,,84.0,261.0,,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,8.0,13.0,55.0,86.0,16.0,1025.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:22-U1.609|11:12-U1.609|11:01-U1.609|11:01-U1.609|10:32-U0.623|3:49,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21671636061.0,0,1181996,1297494.0,7708124.0,171191,,139154945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164382838,d9d3bbe7-0843-4695-91d1-cee28f7eb07c,1769502526,-480,1769536012,,1,0,10.76,4269,4269,41.0,40.0,54.0,53.0,0,0.0,0.11,1.02,0.98,,607,158.0,182.0,149.0,168.0,15.0,38.84,28.92,39.02,1,48.85,1584.0,148.0,101.0,3.6,0.0,101.0,100.0,,655.0,,11.0,3.0,141,90.0,9.09,9.17,9.2,6.8,5.6,196.0,196.0,,0.0,199.0,199.0,,,,,,,,,210.0,2.45,26.27,,,"79,11,2,5,4,0,0,0,0","1,4,39,56,0","0,71,28,0,0",,,,,84.0,257.0,,75.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,9.0,6.0,60.0,84.0,91.0,1025.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:24-U1.121|7:49-U0.194|1:00-U0.449|3:00-U0.183|1:00-U0.439|3:00-U0.191|1:00-U0.452|3:00-U0.196|1:00-U0.452|3:00-U0.199|1:00-U0.445|3:00-U0.197|1:00-U0.446|3:00-U0.200|1:00-U1.609|11:00-U1.609|10:57-U0.767|5:00,,"San Francisco - 28 min of 1' on, 3' off",,,4574,Garmin Forerunner 570,726.0,3,21682235869.0,0,1181996,1297494.0,7708368.0,171191,,139263972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164513459,09543b51-149d-4759-940d-e5cd58b3b51d,1769588460,-480,1769622724,1769622945.0,1,0,13.89,5082,5082,32.0,28.0,64.0,59.0,0,0.0,0.09,1.01,,,779,167.0,186.0,,184.0,14.0,39.66,32.49,39.79,1,48.93,2880.0,236.0,102.0,4.5,0.0,102.0,99.0,,934.0,,17.0,3.0,195,90.0,9.87,9.91,9.94,4.1,4.2,209.0,209.0,,0.0,211.0,211.0,,,,,,,,,216.0,2.72,29.95,,,"22,19,57,2,0,0,0,0,0","0,3,17,73,7","0,27,72,0,0",,,,,91.0,250.0,,77.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,11.0,6.0,3.0,92.0,49.0,1029.0,1.0,,0.0,3,4.0,San Francisco,1,0,W1.609|11:19-W0.658|4:30-I1.609|9:32-I1.609|9:24-I1.609|9:23-I1.609|9:21-I1.609|9:18-I1.609|9:19-C1.609|10:22-C0.357|2:14,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21693087069.0,0,1181996,1297497.0,7708310.0,171191,,139385517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164615241,d6e29424-66c0-465e-8e75-88af8a803daf,1769675703,-480,1769708341,,1,0,8.71,3752,3790,35.0,35.0,51.0,50.0,0,0.0,0.19,1.05,1.0,,482,151.0,163.0,,157.0,14.0,37.3,25.76,37.48,1,48.92,1589.0,78.0,100.0,2.9,0.0,100.0,95.0,,590.0,,9.0,3.0,107,89.0,8.38,8.37,8.4,4.9,4.5,180.0,180.0,,0.0,181.0,181.0,,,,,,,,,179.0,2.22,23.16,,,"98,2,0,0,0,0,0,0,0","1,5,90,4,0","0,91,9,0,0",,,,,78.0,262.0,,73.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,10.0,8.0,19.0,79.0,26.0,1027.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:30-U1.609|11:28-U1.609|11:45-U1.609|11:39-U1.609|11:31-U0.660|4:39,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21703043484.0,0,1181996,1297494.0,7708140.0,171191,,139480205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164732296,c14d6d54-233d-47f1-865e-6255d5e40da8,1769761647,-480,1769791654,,1,0,2.66,1147,1150,25.0,20.0,32.0,29.0,0,0.3,0.32,0.98,0.97,,158,152.0,165.0,,164.0,9.0,36.92,23.83,37.44,1,48.97,758.0,45.0,104.0,2.3,0.0,104.0,101.0,,190.0,,7.0,3.0,33,86.0,8.54,8.44,8.57,7.4,7.1,186.0,185.0,,0.0,188.0,188.0,,,,,,,,,180.0,2.06,20.97,,,"89,6,4,0,1,0,0,0,0","1,12,71,16,0","1,74,25,0,0",,,,,81.0,267.0,,76.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,13.0,26.0,82.0,39.0,1027.0,0.0,,0.0,3,4.0,San Francisco,1,0,U1.609|11:48-U1.053|7:18,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21712187944.0,0,1181996,1297494.0,7708228.0,171191,,139588900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164856478,09fa13d4-64e0-4f4a-b37d-c64017b0aea7,1769849520,-480,1769886630,1769887072.0,1,0,21.1,8021,8036,68.0,61.0,105.0,98.0,0,0.0,0.08,1.02,,,1200,169.0,180.0,,170.0,11.0,37.17,32.07,37.33,1,48.85,3524.0,265.0,97.0,4.7,0.0,97.0,95.0,,1413.0,,18.0,3.0,314,91.0,9.5,9.49,9.52,1.4,2.1,201.0,201.0,,0.0,202.0,202.0,,,,,,,,,206.0,2.61,28.44,,,"20,70,10,0,0,0,0,0,0","0,2,6,92,0","0,55,45,0,0",,,,,87.0,252.0,,76.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11.0,3.0,45.0,90.0,,1024.0,1.0,,0.0,3,5.0,San Francisco,1,0,W1.609|11:20-I1.609|10:20-I1.609|10:18-I1.609|10:14-I1.609|10:10-I1.609|10:07-I1.609|10:03-I1.609|10:03-I1.609|10:09-I1.609|10:08-I1.609|10:06-I1.609|9:55-I1.609|9:46-I0.174|1:02,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21723727198.0,0,1181996,1297500.0,7708356.0,171191,,139698617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165087345,04477c35-9508-4b53-b2d0-83d94448f356,1770021600,-480,1770055877,1770056589.0,1,0,14.82,5356,5399,39.0,38.0,55.0,51.0,0,0.0,0.08,1.04,,,805,164.0,182.0,,149.0,18.0,41.36,33.15,41.5,1,49.07,2880.0,227.0,100.0,4.4,0.0,100.0,104.0,,941.0,,18.0,3.0,200,91.0,9.99,10.24,10.26,7.1,7.1,212.0,211.0,,0.0,217.0,217.0,,,,,,,,,224.0,2.85,31.77,,,"45,5,5,40,5,0,0,0,0","1,7,21,70,1","1,41,59,0,0",,,,,91.0,248.0,,77.0,85.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,26.2,11.0,3.0,84.0,78.0,27.0,1023.0,1.0,,0.0,2,4.0,San Francisco,1,0,W1.609|11:32-W0.731|5:06-I1.012|5:18-R0.291|2:01-I1.006|5:11-R0.584|4:01-I1.012|5:19-R0.286|2:01-I1.001|5:12-R0.550|4:01-I1.006|5:22-R0.285|2:01-I1.006|5:14-R0.563|4:00-I1.003|5:20-R0.290|2:01-I1.006|5:12-C1.576|10:23,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21742986385.0,0,1181996,1297497.0,7708145.0,171191,,139902647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165193916,c0a7d7b7-6e31-49c2-87e3-1fb08e49c64d,1770106489,-480,1770138158,,1,0,6.63,2799,2830,36.0,34.0,47.0,43.0,0,0.0,0.15,1.01,0.98,,362,146.0,160.0,,150.0,13.0,39.96,25.88,40.25,1,49.06,1510.0,62.0,101.0,2.6,0.0,101.0,98.0,,426.0,,9.0,3.0,73,88.0,8.57,8.54,8.6,3.3,4.6,187.0,187.0,,0.0,188.0,188.0,,,,,,,,,186.0,2.23,23.31,,,"95,4,0,0,0,0,0,0,0","1,13,86,0,0","0,81,19,0,0",,,,,81.0,264.0,,76.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,9.0,13.0,21.0,83.0,3.0,1025.0,0.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:29-U1.609|11:25-U1.609|11:19-U1.609|11:05-U0.192|1:21,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21752885792.0,0,1181996,1297494.0,7708097.0,171191,,139995494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165334837,1e272321-f842-472d-bf4d-6df0446737ff,1770193943,-480,1770226084,,1,0,8.16,3301,3301,38.0,40.0,48.0,49.0,0,0.0,0.15,1.01,1.0,,460,155.0,175.0,,158.0,15.0,38.93,27.66,39.14,1,49.06,1280.0,103.0,99.0,3.2,0.0,99.0,99.0,,551.0,,9.0,3.0,104,89.0,8.92,8.95,8.97,3.4,3.5,193.0,193.0,,0.0,195.0,195.0,,,,,,,,,195.0,2.36,25.01,,,"80,13,3,2,3,0,0,0,0","1,4,65,30,0","0,75,25,0,0",,,,,83.0,260.0,,76.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,11.0,9.0,32.0,82.0,4.0,1024.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:38-U1.609|11:12-U0.340|2:22-U0.109|0:32-U0.088|0:38-U0.107|0:33-U0.125|0:49-U0.110|0:31-U0.093|0:43-U0.106|0:32-U0.139|0:56-U0.088|0:27-U1.609|10:46-U1.609|10:40-U0.415|2:41,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21764210661.0,0,1181996,1297494.0,7708577.0,171191,,140111585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165469452,ff9c6ec5-bc9c-4a95-965a-fdc0b686d9a3,1770280680,-480,1770314670,1770314764.0,1,0,13.15,4812,4974,41.0,35.0,47.0,42.0,0,0.0,0.11,1.04,0.95,,734,166.0,184.0,,153.0,17.0,40.01,32.34,40.18,1,49.17,2880.0,245.0,101.0,4.5,0.0,101.0,101.0,,899.0,,18.0,3.0,186,90.0,9.88,10.02,10.04,6.5,7.6,214.0,213.0,,0.0,217.0,217.0,,,,,,,,,228.0,2.82,31.47,,,"34,16,23,27,1,0,0,0,0","1,7,20,63,9","1,33,65,0,0",,,,,91.0,248.0,,77.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,11.0,10.0,43.0,85.0,10.0,1019.0,1.0,,0.0,2,4.0,San Francisco,1,0,W1.609|11:15-W1.019|7:02-I1.207|6:36-R0.146|1:00-I1.207|6:40-R0.145|1:00-I1.207|6:37-R0.134|1:00-I1.207|6:36-R0.143|1:00-I1.207|6:30-R0.134|1:00-I1.207|6:29-C1.609|11:03-C1.004|6:23,,San Francisco - 6 x 1200m @ 90-92% 5K,,,4574,Garmin Forerunner 570,726.0,3,21775021462.0,0,1181996,1297496.0,7708143.0,171191,,140230678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
