id,hash,time,timezoneOffset,created,edited,isPublic,isTrack,distance,s,elapsedTime,elevationUp,elevationDown,elevationUpFile,elevationDownFile,altitudeSource,climbScore,percentageHilly,uphillEfficiency,downhillEfficiency,vam,kcal,pulseAvg,pulseMax,recoveryHr,maxHeartRateDropFrom,maxHeartRateDrop,vo2max,vo2maxByTime,vo2maxWithElevation,useVO2max,fitVO2maxEstimate,fitRecoveryTime,fitTrimp,fitHrvAnalysis,fitTrainingEffect,fitAnaerobicTrainingEffect,fitPerformanceCondition,fitPerformanceConditionEnd,fitFtp,fitSweatLoss,fitDeveloperSessionFields,rpe,subjectiveFeeling,trimp,cadence,gap,xPace,xGap,aerobicDecouplingPace,aerobicDecouplingPower,power,powerWithZero,airPower,isPowerCalculated,xPower,xPowerWithZero,wPrimeBalancePowerAvg,wPrimeBalancePowerMin,wPrimeBalancePaceAvg,wPrimeBalancePaceMin,staminaAvg,staminaMin,staminaPotentialAvg,staminaPotentialMin,requiredCriticalPower,requiredCriticalPace,requiredCriticalPaceVo2max,impactLoadFactorAvg,stepSpeedLossAvg,zoneDistributionPace,zoneDistributionHr,zoneDistributionPower,totalStrokes,swolf,wheelSize,poolLength,strideLength,groundcontact,groundcontactBalance,verticalOscillation,verticalRatio,avgImpactGsLeft,avgImpactGsRight,avgBrakingGsLeft,avgBrakingGsRight,avgFootstrikeTypeLeft,avgFootstrikeTypeRight,avgPronationExcursionLeft,avgPronationExcursionRight,avgLegSpringStiffness,avgFormPower,avgRespiratoryRate,avgLeftRightBalance,avgLeftTorqueEffectiveness,avgRightTorqueEffectiveness,avgLeftPedalSmoothness,avgRightPedalSmoothness,avgPlatformCenterOffsetLeft,avgPlatformCenterOffsetRight,avgLeftPowerPhaseStartAngle,avgLeftPowerPhaseEndAngle,avgLeftPowerPhasePeakStartAngle,avgLeftPowerPhasePeakEndAngle,avgRightPowerPhaseStartAngle,avgRightPowerPhaseEndAngle,avgRightPowerPhasePeakStartAngle,avgRightPowerPhasePeakEndAngle,cyclingTotalGrit,cyclingTotalGrit2,cyclingAvgFlow,jumps,percentageRiderPositionSeated,numGearChangeEvents,avgGearRatio,peakEpoc,peakEpocEstimate,temperature,windSpeed,windDeg,humidity,cloudCover,pressure,uvIndex,ozone,isNight,weatherid,weatherSource,routeName,hasTrackdata,isVirtual,splits,splitsCustom,title,partner,notes,creator,creatorDetails,deviceId,source,externalId,lock,sportid,typeid,unique_route_id,accountid,hrv_id,original_file,hrv_avgRR,hrv_rmssd,hrv_sdsd,hrv_sdnn,hrv_sdnn5min,hrv_pnn50,hrv_pnn20,hrv_percentageAnomalies,hrv_dfaA1Avg,hrv_dfaA1Min,hrv_dfaA1Max,hrv_dfaA1PAboveAet,hrv_dfaA1PBelowAnt,hrv_dfaA1PValid,hrv_dfaA1PArtifacts,hrv_estimatedAetPower,hrv_estimatedAetPowerFeasible,hrv_estimatedAetPace,hrv_estimatedAetPaceFeasible,hrv_estimatedAetHr,hrv_estimatedAetHrFeasible,race_officialDistance,race_officialTime,race_officialAscent,race_officialDescent,race_officiallyMeasured,race_name,race_placeTotal,race_placeGender,race_placeAgeclass,race_participantsTotal,race_participantsGender,race_participantsAgeclass,race_priorityLevel,race_status,race_accountid,race_activity_id,race_race_event_id,tags,climbs,equipmentIds
165570242,a74d32b7-2522-4afe-85dc-57f4f4d99655,1770367211,-480,1770399622,,1,0,8.26,3487,3568,35.0,40.0,47.0,49.0,0,0.0,0.17,1.04,1.0,,457,150.0,164.0,,162.0,11.0,38.58,26.29,38.76,1,49.12,1610.0,76.0,99.0,2.9,0.0,99.0,96.0,,586.0,,9.0,3.0,98,89.0,8.55,8.56,8.58,1.1,1.7,184.0,183.0,,0.0,185.0,184.0,,,,,,,,,185.0,2.26,23.68,,,"93,7,0,0,0,0,0,0,0","1,6,89,4,0","0,89,11,0,0",,,,,80.0,262.0,,74.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,3.0,352.0,85.0,9.0,1020.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:50-U1.609|11:32-U1.609|11:29-U1.609|10:54-U1.609|10:56-U0.218|1:26,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21784830070.0,0,1181996,1297494.0,7708124.0,171191,,140318912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165702291,21856bb2-91b2-499f-ac9b-dfa8a532c77a,1770456000,-480,1770495157,1770495391.0,1,0,25.07,10104,10247,160.0,152.0,193.0,184.0,0,0.3,0.24,1.02,0.98,,1382,158.0,174.0,,167.0,21.0,38.09,30.22,38.41,1,49.11,2743.0,223.0,100.0,4.3,0.0,100.0,97.0,,1777.0,,16.0,2.0,329,90.0,8.99,8.96,9.03,5.6,5.0,193.0,192.0,,0.0,194.0,194.0,,,,,,,,,203.0,2.49,26.79,,,"70,30,1,0,0,0,0,0,0","0,3,50,46,0","0,75,25,0,0",,,,,83.0,257.0,,74.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,15.0,3.0,301.0,74.0,36.0,1026.0,3.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:26-U1.609|10:55-U1.609|10:54-U1.609|10:43-U1.609|10:39-U1.609|10:52-U1.609|10:17-U1.609|10:17-U1.609|10:22-U1.609|10:30-U1.609|11:08-U1.609|11:12-U1.609|11:03-U1.609|10:59-U1.609|10:53-U0.932|6:14,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21796767303.0,0,1181996,1297500.0,7708179.0,171191,,140433988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165937582,994a6db5-5b5f-40e1-9a95-c435bfe40f9d,1770624840,-480,1770659295,1770659749.0,1,0,15.08,5464,5522,42.0,34.0,50.0,43.0,0,0.0,0.08,0.98,,,834,164.0,177.0,,176.0,21.0,41.22,33.09,41.39,1,49.19,3168.0,247.0,100.0,4.6,0.0,100.0,101.0,,887.0,,18.0,3.0,204,91.0,9.97,10.04,10.07,4.6,5.6,211.0,210.0,,0.0,212.0,212.0,,,,,,,,,217.0,2.77,30.71,,,"21,10,63,5,0,0,0,0,0","1,5,15,78,0","1,21,79,0,0",,,,,91.0,248.0,,76.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,11.0,11.0,30.0,84.0,96.0,1023.0,1.0,,0.0,4,4.0,San Francisco,1,0,W1.609|11:29-W0.538|3:44-I1.609|9:19-I1.609|9:19-I1.609|9:19-I1.609|9:11-I1.609|9:14-I1.609|9:09-I1.609|9:10-C1.609|10:47-C0.056|0:23,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21815505862.0,0,1181996,1297497.0,7708145.0,171191,,140646665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166048866,995d5a25-a030-4e29-a74f-1cafa58f9f08,1770712003,-480,1770744381,,1,0,8.13,3475,3530,41.0,36.0,52.0,45.0,0,0.0,0.12,1.03,1.0,,445,148.0,160.0,,160.0,13.0,38.67,25.87,38.94,1,49.14,1751.0,70.0,98.0,2.7,0.0,98.0,95.0,,549.0,,9.0,2.0,95,88.0,8.48,8.45,8.5,2.7,3.7,185.0,185.0,,0.0,187.0,186.0,,,,,,,,,184.0,2.24,23.38,,,"96,3,0,0,0,0,0,0,0","1,7,92,0,0","0,84,15,0,0",,,,,80.0,263.0,,74.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,10.0,6.0,51.0,72.0,80.0,1009.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:37-U1.609|11:28-U1.609|11:35-U1.609|11:26-U1.609|11:13-U0.086|0:37,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21826217557.0,0,1181996,1297494.0,7708248.0,171191,,140747444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166162862,b2ec2fc7-5b0f-42f1-960e-61711959ded8,1770798731,-480,1770830986,,1,0,8.32,3383,3401,43.0,43.0,47.0,46.0,0,0.0,0.1,1.02,0.98,,471,154.0,171.0,,148.0,21.0,39.02,27.53,39.27,1,49.17,1338.0,105.0,100.0,3.2,0.0,100.0,100.0,,575.0,,9.0,3.0,104,88.0,8.89,8.9,8.93,2.1,0.2,193.0,193.0,,0.0,195.0,195.0,,,,,,,,,200.0,2.36,25.01,,,"79,16,2,2,1,0,0,0,0","1,7,66,26,0","1,70,29,0,0",,,,,84.0,261.0,,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,12.0,20.0,169.0,87.0,32.0,1012.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:39-U1.609|10:58-U1.609|11:02-U0.684|4:40-U0.073|0:23-U0.079|0:33-U0.075|0:24-U0.088|0:37-U0.083|0:26-U0.161|1:10-U0.080|0:23-U0.100|0:41-U0.080|0:24-U1.609|10:33-U0.382|2:29,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21837183473.0,0,1181996,1297494.0,7708248.0,171191,,140851047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166267171,9e190d6c-318c-49b1-b959-285ed6b354d0,1770885420,-480,1770921412,1770924109.0,1,0,14.5,5421,5468,34.0,32.0,62.0,60.0,0,0.0,0.1,1.0,0.95,,813,164.0,181.0,,180.0,22.0,39.66,31.79,39.78,1,49.18,2880.0,239.0,100.0,4.5,0.0,100.0,100.0,,900.0,,18.0,2.0,200,91.0,9.66,9.79,9.82,2.1,3.4,204.0,204.0,,0.0,208.0,207.0,,,,,,,,,219.0,2.74,30.33,,,"34,18,38,10,0,0,0,0,0","1,5,30,64,0","2,36,62,0,0",,,,,88.0,249.0,,74.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,12.0,8.0,53.0,82.0,12.0,1024.0,2.0,,0.0,2,4.0,San Francisco,1,0,I1.609|11:49-I1.609|10:56-I1.609|10:16-I1.609|9:32-I1.609|9:16-I1.609|9:09-I1.609|9:09-I1.609|8:50-C1.609|11:16-C0.018|0:07,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21847908011.0,0,1181996,1892881.0,7708402.0,171191,,140941226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166390888,df6efd84-6126-4455-8795-dc48aea6162b,1770972610,-480,1771004860,,1,0,8.24,3399,3407,30.0,30.0,40.0,42.0,0,0.0,0.17,1.01,1.0,,446,145.0,161.0,,149.0,16.0,41.49,27.03,41.67,1,49.2,1454.0,75.0,102.0,2.9,0.0,102.0,100.0,,557.0,,9.0,3.0,88,89.0,8.75,8.74,8.77,2.8,3.3,187.0,187.0,,0.0,188.0,188.0,,,,,,,,,188.0,2.31,24.34,,,"91,8,1,0,0,0,0,0,0","1,16,82,1,0","0,85,15,0,0",,,,,82.0,260.0,,75.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,12.0,3.0,230.0,88.0,78.0,1021.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:30-U1.609|11:01-U1.609|11:10-U1.609|10:56-U1.609|10:48-U0.191|1:15,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21857710511.0,0,1181996,1297494.0,7708239.0,171191,,141054964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166516205,2f67d446-000d-489b-abbb-958c285628b8,1771061700,-480,1771099972,1771100206.0,1,0,25.78,9349,9356,71.0,67.0,116.0,110.0,0,0.0,0.06,,,,1377,161.0,176.0,,163.0,21.0,42.28,34.39,42.43,1,49.31,3744.0,272.0,103.0,4.8,0.0,103.0,101.0,,1615.0,,18.0,3.0,328,92.0,9.95,9.95,9.98,3.0,3.5,210.0,210.0,,0.0,211.0,211.0,,,,,,,,,216.0,2.75,30.4,,,"7,42,51,1,0,0,0,0,0","0,3,35,62,0","0,20,79,0,0",,,,,90.0,247.0,,76.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,12.0,10.0,194.0,79.0,95.0,1018.0,2.0,,0.0,4,4.0,San Francisco,1,0,W1.609|11:04-I1.609|9:45-I1.609|9:52-I1.609|9:51-I1.609|9:49-I1.609|9:51-I1.609|9:41-I1.609|9:37-I1.609|9:38-I1.609|9:37-I1.609|9:34-I1.609|9:30-I1.609|9:28-I1.609|9:27-I1.609|9:30-I1.609|9:25-I0.031|0:11,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21869266067.0,0,1181996,1297500.0,7708103.0,171191,,141168766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166747968,365fb941-a273-4aba-b7c8-304238ee8716,1771235029,-480,1771267443,,1,0,8.21,3396,3557,38.0,22.0,51.0,39.0,0,0.0,0.15,1.07,0.98,,446,145.0,160.0,,158.0,14.0,41.35,26.94,41.68,1,49.34,1222.0,78.0,100.0,2.9,0.0,100.0,100.0,,502.0,,9.0,3.0,89,87.0,8.78,8.71,8.82,6.3,5.0,191.0,189.0,,0.0,192.0,190.0,,,,,,,,,190.0,2.31,24.42,,,"92,8,0,0,0,0,0,0,0","2,11,86,0,0","1,81,18,0,0",,,,,83.0,263.0,,77.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,10.0,10.0,77.0,88.0,98.0,1003.0,1.0,,0.0,6,4.0,San Francisco,1,0,U1.609|11:18-U1.609|11:10-U1.609|11:03-U1.609|11:04-U1.609|10:57-U0.161|1:04,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21888432836.0,0,1181996,1297494.0,7708124.0,171191,,141361487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166986648,600321ff-3fc2-4eae-b913-c7fc6cbd7d02,1771401600,-480,1771435103,1771436805.0,1,0,12.17,4378,4601,34.0,36.0,32.0,34.0,0,0.0,0.06,,0.88,,681,167.0,183.0,,155.0,13.0,40.5,32.79,40.63,1,49.38,2736.0,234.0,101.0,4.4,0.0,101.0,100.0,,667.0,,17.0,2.0,171,91.0,10.03,10.17,10.18,4.0,4.4,212.0,210.0,,0.0,214.0,213.0,,,,,,,,,221.0,2.81,31.24,,,"26,16,30,28,0,0,0,0,0","1,5,24,68,3","2,24,74,0,0",,,,,92.0,247.0,,76.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,7.0,19.0,308.0,79.0,90.0,1015.0,1.0,,0.0,4,4.0,San Francisco,1,0,W1.609|11:08-W1.078|7:26-I1.207|6:35-I0.402|2:25-I1.207|6:32-I0.402|2:27-I1.207|6:33-I0.402|2:26-I1.207|6:36-I0.402|2:24-I1.207|6:33-C0.026|0:11-C1.609|10:06-C0.253|1:38,,"San Francisco - 5 x 1200, 400 recovery",,,4574,Garmin Forerunner 570,726.0,3,21909201588.0,0,1181996,1297496.0,7735824.0,171191,,141577741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167113511,f1a7ba14-c759-4ff9-9651-31f513105103,1771492851,-480,1771524949,,1,0,8.08,3221,3221,41.0,44.0,56.0,58.0,0,0.0,0.1,0.99,0.97,,465,155.0,167.0,,167.0,13.0,39.64,28.13,39.87,1,49.44,1872.0,112.0,102.0,3.3,0.0,102.0,100.0,,454.0,,9.0,2.0,101,89.0,9.05,9.05,9.08,1.9,3.2,201.0,200.0,,0.0,203.0,203.0,,,,,,,,,205.0,2.4,25.53,,,"60,40,0,0,0,0,0,0,0","1,4,68,27,0","1,48,51,0,0",,,,,85.0,258.0,,77.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,8.0,28.0,298.0,79.0,78.0,1007.0,1.0,,0.0,11,4.0,San Francisco,1,0,U1.609|11:19-U1.609|10:39-U1.609|10:37-U1.609|10:22-U1.609|10:32-U0.031|0:13,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21920158680.0,0,1181996,1297494.0,7708577.0,171191,,141690406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167230039,e5366ca0-aa75-4208-98b0-ef10321835d0,1771577992,-480,1771610082,,1,0,8.12,3206,3241,36.0,29.0,53.0,47.0,0,0.0,0.17,1.05,1.0,,441,146.0,164.0,,160.0,24.0,43.41,28.47,43.7,1,49.54,1280.0,90.0,103.0,3.1,0.0,103.0,101.0,,487.0,,9.0,3.0,81,89.0,9.18,9.14,9.23,4.5,3.0,196.0,195.0,,0.0,198.0,197.0,,,,,,,,,199.0,2.42,25.83,,,"53,42,4,0,0,0,0,0,0","1,18,78,3,0","1,71,28,0,0",,,,,85.0,256.0,,75.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.0,8.0,63.0,78.0,72.0,1019.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:00-U1.609|10:47-U1.609|10:34-U1.609|10:14-U1.609|10:24-U0.073|0:26,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21930158760.0,0,1181996,1297494.0,7708577.0,171191,,141797753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167365797,ab289a8d-5de8-4cd0-bdbe-41fe09d80a3f,1771665360,-480,1771700955,1771701136.0,1,0,18.6,6586,6707,57.0,54.0,91.0,89.0,0,0.0,0.07,1.03,,,1010,161.0,173.0,,149.0,13.0,43.56,34.58,43.73,1,49.67,3168.0,253.0,103.0,4.6,0.0,103.0,101.0,,1115.0,,17.0,3.0,227,92.0,10.2,10.22,10.26,4.7,4.5,218.0,217.0,,0.0,220.0,219.0,,,,,,,,,226.0,2.81,31.32,,,"12,14,66,8,0,0,0,0,0","1,5,25,68,0","0,14,85,0,0",,,,,92.0,245.0,,77.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,10.0,14.0,140.0,70.0,75.0,1020.0,2.0,,0.0,4,4.0,San Francisco,1,0,W1.609|10:55-W0.805|5:09-I1.609|9:16-I1.609|9:15-I1.609|9:14-I1.609|9:19-I1.609|9:15-I1.609|9:14-I1.609|9:12-I1.609|9:05-I1.609|9:03-C1.609|10:14-C0.100|0:36,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21941572488.0,0,1181996,1297500.0,7778944.0,171191,,141919175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167641766,1397ac60-6a2b-4f22-9af2-f118299dfb16,1771836784,-480,1771869310,,1,0,8.78,3643,3676,32.0,30.0,48.0,45.0,0,0.0,0.11,1.07,1.0,,494,150.0,166.0,,161.0,16.0,39.42,26.97,39.61,1,49.65,1232.0,87.0,102.0,3.0,0.0,102.0,97.0,,629.0,,9.0,3.0,99,89.0,8.71,8.69,8.73,4.8,5.1,187.0,186.0,,0.0,187.0,187.0,,,,,,,,,188.0,2.31,24.34,,,"94,6,0,0,0,0,0,0,0","1,10,83,5,0","0,86,14,0,0",,,,,81.0,261.0,,75.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,12.0,5.0,93.0,85.0,86.0,1024.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:36-U1.609|11:05-U1.609|11:16-U1.609|10:59-U1.609|10:57-U0.732|4:50,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21961135475.0,0,1181996,1297494.0,,171191,,142165680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167770160,ee7280b1-0897-4756-8f83-b30e7e278378,1771922972,-480,1771955715,,1,0,9.68,3788,3868,41.0,34.0,58.0,48.0,0,0.0,0.13,1.08,0.98,,566,162.0,177.0,,170.0,12.0,38.14,29.15,38.37,1,49.66,1584.0,151.0,100.0,3.6,0.0,100.0,98.0,,739.0,,11.0,3.0,135,90.0,9.25,9.24,9.3,5.3,3.8,198.0,197.0,,0.0,199.0,198.0,,,,,,,,,201.0,2.45,26.35,,,"55,37,3,4,1,0,0,0,0","1,5,27,68,0","1,66,33,0,0",,,,,85.0,255.0,,74.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,16.0,13.0,165.0,82.0,39.0,1018.0,2.0,,0.0,3,4.0,San Francisco,1,0,U1.609|11:07-U1.606|10:39-U0.097|0:30-U0.385|2:30-U0.092|0:30-U0.388|2:30-U0.095|0:30-U0.377|2:30-U0.096|0:30-U0.387|2:30-U0.095|0:30-U0.387|2:30-U0.093|0:30-U0.389|2:30-U0.095|0:30-U0.391|2:30-U0.094|0:30-U1.609|10:40-U1.396|9:11,,San Francisco - easy with 28',,,4574,Garmin Forerunner 570,726.0,3,21972299610.0,0,1181996,1297494.0,,171191,,142280083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167920759,6b55d6f2-9543-4235-9dc4-1d71529d03e6,1772009340,-480,1772043784,1772219533.0,1,0,14.69,5327,5377,42.0,39.0,54.0,49.0,0,0.0,0.05,1.01,,,830,169.0,188.0,,158.0,25.0,39.42,33.0,39.57,1,49.71,3744.0,261.0,102.0,4.7,0.0,102.0,100.0,,926.0,,18.0,2.0,212,90.0,9.95,10.15,10.18,6.6,5.0,209.0,208.0,,0.0,213.0,213.0,,,,,,,,,221.0,2.82,31.47,,,"34,15,11,38,2,0,0,0,0","0,4,18,63,15","3,37,60,0,0",,,,,92.0,247.0,,76.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,15.0,10.0,220.0,94.0,99.0,1020.0,1.0,,0.0,4,4.0,San Francisco,1,0,W1.609|10:45-W0.813|5:26-I1.609|8:42-I0.391|2:05-R0.595|4:00-I1.609|8:44-I0.391|2:07-R0.583|4:00-I1.609|8:45-I0.391|2:08-R0.592|4:00-I0.998|5:12-R0.415|3:00-I0.998|5:10-C1.609|11:41-C0.463|3:03,,"San Francisco - 3 x 2km, 2 x 1km",,,4574,Garmin Forerunner 570,726.0,3,21984313251.0,0,1181996,1297497.0,,171191,,142414259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168034452,6b53b2e1-916d-4b4e-b366-78afcaa96c4e,1772094532,-480,1772126826,,1,0,8.06,3443,3443,41.0,40.0,47.0,46.0,0,0.0,0.2,1.04,1.0,,459,153.0,163.0,,163.0,14.0,37.03,25.87,37.27,1,49.7,2385.0,78.0,102.0,2.9,0.0,102.0,94.0,,576.0,,9.0,2.0,102,89.0,8.46,8.46,8.49,1.9,2.6,181.0,180.0,,0.0,182.0,182.0,,,,,,,,,180.0,2.24,23.46,,,"83,16,1,0,0,0,0,0,0","1,4,92,3,0","1,88,11,0,0",,,,,79.0,262.0,,73.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,13.0,5.0,15.0,93.0,89.0,1024.0,1.0,,0.0,9,4.0,San Francisco,1,0,U1.609|11:45-U1.609|11:26-U1.609|11:26-U1.609|11:23-U1.609|11:18-U0.013|0:06,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,21994685361.0,0,1181996,1297494.0,,171191,,142516247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168176628,00a8ef36-3f6b-4a08-afc4-bed36c893751,1772181719,-480,1772214149,,1,0,8.32,3477,3577,44.0,39.0,54.0,48.0,0,0.0,0.15,0.99,0.99,,476,154.0,171.0,,164.0,15.0,37.72,26.63,37.99,1,49.67,1356.0,91.0,100.0,3.0,0.0,100.0,95.0,,656.0,,11.0,1.0,105,87.0,8.67,8.68,8.73,4.9,2.8,186.0,184.0,,0.0,188.0,186.0,,,,,,,,,189.0,2.3,24.2,,,"89,6,1,1,4,0,0,0,0","1,5,78,16,0","3,77,20,0,0",,,,,83.0,262.0,,74.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.0,6.0,33.0,80.0,65.0,1022.0,2.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:21-U1.609|10:58-U1.609|11:34-U1.025|7:13-U0.106|0:32-U0.058|0:33-U0.112|0:33-U0.089|0:37-U0.110|0:32-U0.082|0:37-U0.113|0:34-U0.069|0:39-U0.106|0:30-U0.055|0:38-U0.105|0:31-U1.465|10:34,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22005581939.0,0,1181996,1297494.0,,171191,,142639036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168320063,2bd32a04-0f6d-44d4-9c7c-17f833066a8b,1772271240,-480,1772309830,1772340035.0,1,0,24.45,9421,9690,73.0,77.0,114.0,139.0,0,0.0,0.09,1.03,,,1372,163.0,173.0,,164.0,15.0,38.53,31.86,38.66,1,49.61,3780.0,275.0,100.0,4.8,0.0,100.0,96.0,,2030.0,,18.0,1.0,331,91.0,9.36,9.39,9.41,3.6,3.6,197.0,197.0,,0.0,199.0,198.0,,,,,,,,,203.0,2.59,28.22,,,"25,69,7,0,0,0,0,0,0","0,4,18,78,0","1,60,39,0,0",,,,,86.0,253.0,,74.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,19.0,6.0,18.0,75.0,84.0,1015.0,3.0,,0.0,4,4.0,San Francisco,1,0,W1.609|11:26-I1.609|10:04-I1.609|10:04-I1.609|9:58-I1.609|10:00-I1.609|10:09-I1.609|10:04-I1.609|10:07-I1.609|10:01-I1.609|10:11-I1.609|10:07-I1.609|10:15-I1.609|10:30-I1.609|10:22-I1.609|11:43-I0.306|1:59,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22018064951.0,0,1181996,1297500.0,,171191,,142765659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168536052,db02f927-0f09-4bb9-aa99-57a9dad4d6dc,1772439634,-480,1772472900,,1,0,9.22,3905,4000,40.0,37.0,51.0,48.0,0,0.0,0.11,1.04,1.01,,497,143.0,157.0,,146.0,15.0,40.87,26.41,41.1,1,49.61,1222.0,73.0,99.0,2.8,0.0,99.0,98.0,,678.0,,9.0,3.0,97,90.0,8.53,8.51,8.55,3.7,4.3,181.0,181.0,,0.0,182.0,182.0,,,,,,,,,181.0,2.26,23.68,,,"95,4,0,0,0,0,0,0,0","1,24,75,0,0","0,91,8,0,0",,,,,79.0,260.0,,72.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,14.0,8.0,209.0,91.0,59.0,1019.0,2.0,,0.0,3,4.0,San Francisco,1,0,U1.609|11:39-U1.609|11:24-U1.609|11:26-U1.609|11:17-U1.609|11:12-U1.172|8:08,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22037810163.0,0,1181996,1297494.0,,171191,,142952872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
